ORG_ID,ORG_NAME,ZCTA,Distance,TravelTime,DANCENYC_Budget_Size,DANCENYC_Discipline,NYC_MARKER,Org_ADDRESS,Org_Zip_Code,Org_City,Org_State,lng,lat,ZCTA_lng,ZCTA_lat,orgid,orgname,avg_td,med_td,avg_tt,med_tt
4988,"Alvin Ailey Dance Foundation, Inc.",10019,0.120000000000000,3,5,Dance Maker,Manhattan,Alvin Ailey Dance Foundation Inc. 405 West 55th Street New York,10019-4402,Manhattan,NY,-73.987442000000001,40.764248000000002,-73.987067460000006,40.765793019999997,4988,"Alvin Ailey Dance Foundation, Inc.",4.140000000000000,3.850000000000000,25.140000000000001,24.000000000000000
4988,"Alvin Ailey Dance Foundation, Inc.",10019,0.120000000000000,3,5,Dance Maker,Manhattan,Alvin Ailey Dance Foundation Inc. 405 West 55th Street New York,10019-4402,Manhattan,NY,-73.987442000000001,40.764248000000002,-73.987067460000006,40.765793019999997,4988,"Alvin Ailey Dance Foundation, Inc.",4.140000000000000,3.850000000000000,25.140000000000001,24.000000000000000
4988,"Alvin Ailey Dance Foundation, Inc.",10024,2.980000000000000,22,5,Dance Maker,Manhattan,Alvin Ailey Dance Foundation Inc. 405 West 55th Street New York,10019-4402,Manhattan,NY,-73.987442000000001,40.764248000000002,-73.974853929999995,40.792196509999997,4988,"Alvin Ailey Dance Foundation, Inc.",4.140000000000000,3.850000000000000,25.140000000000001,24.000000000000000
4988,"Alvin Ailey Dance Foundation, Inc.",10026,3.850000000000000,24,5,Dance Maker,Manhattan,Alvin Ailey Dance Foundation Inc. 405 West 55th Street New York,10019-4402,Manhattan,NY,-73.987442000000001,40.764248000000002,-73.952681389999995,40.802380489999997,4988,"Alvin Ailey Dance Foundation, Inc.",4.140000000000000,3.850000000000000,25.140000000000001,24.000000000000000
4988,"Alvin Ailey Dance Foundation, Inc.",11102,4.660000000000000,39,5,Dance Maker,Manhattan,Alvin Ailey Dance Foundation Inc. 405 West 55th Street New York,10019-4402,Manhattan,NY,-73.987442000000001,40.764248000000002,-73.925937140000002,40.772635309999998,4988,"Alvin Ailey Dance Foundation, Inc.",4.140000000000000,3.850000000000000,25.140000000000001,24.000000000000000
4988,"Alvin Ailey Dance Foundation, Inc.",11216,8.449999999999999,35,5,Dance Maker,Manhattan,Alvin Ailey Dance Foundation Inc. 405 West 55th Street New York,10019-4402,Manhattan,NY,-73.987442000000001,40.764248000000002,-73.949316460000006,40.680767510000003,4988,"Alvin Ailey Dance Foundation, Inc.",4.140000000000000,3.850000000000000,25.140000000000001,24.000000000000000
4988,"Alvin Ailey Dance Foundation, Inc.",11225,8.760000000000000,50,5,Dance Maker,Manhattan,Alvin Ailey Dance Foundation Inc. 405 West 55th Street New York,10019-4402,Manhattan,NY,-73.987442000000001,40.764248000000002,-73.954219210000005,40.663045869999998,4988,"Alvin Ailey Dance Foundation, Inc.",4.140000000000000,3.850000000000000,25.140000000000001,24.000000000000000
5002,"Spanish Dance Arts Company, Inc.",10036,0.810000000000000,14,3,Dance Maker,Manhattan,"4 West 43rd Street, Suite 608  New York",10036-7408,Manhattan,NY,-73.981303679999996,40.754289870000001,-73.989909429999997,40.759280439999998,5002,"Spanish Dance Arts Company, Inc.",0.810000000000000,0.810000000000000,14.000000000000000,14.000000000000000
5002,"Spanish Dance Arts Company, Inc.",10036,0.810000000000000,14,3,Dance Maker,Manhattan,"4 West 43rd Street, Suite 608  New York",10036-7408,Manhattan,NY,-73.981303679999996,40.754289870000001,-73.989909429999997,40.759280439999998,5002,"Spanish Dance Arts Company, Inc.",0.810000000000000,0.810000000000000,14.000000000000000,14.000000000000000
5048,"Lotus Fine Art Productions, Inc.",10024,3.360000000000000,17,2,Presenting,Manhattan,262 W. 38th St Suite 1006 New York,10018-4688,Manhattan,NY,-73.991076250000006,40.754231879999999,-73.974853929999995,40.792196509999997,5048,"Lotus Fine Art Productions, Inc.",7.520000000000000,8.240000000000000,38.250000000000000,43.500000000000000
5048,"Lotus Fine Art Productions, Inc.",10451,7.270000000000000,39,2,Presenting,Manhattan,262 W. 38th St Suite 1006 New York,10018-4688,Manhattan,NY,-73.991076250000006,40.754231879999999,-73.923689390000007,40.820775820000001,5048,"Lotus Fine Art Productions, Inc.",7.520000000000000,8.240000000000000,38.250000000000000,43.500000000000000
5048,"Lotus Fine Art Productions, Inc.",10458,10.250000000000000,48,2,Presenting,Manhattan,262 W. 38th St Suite 1006 New York,10018-4688,Manhattan,NY,-73.991076250000006,40.754231879999999,-73.888145359999996,40.862545259999997,5048,"Lotus Fine Art Productions, Inc.",7.520000000000000,8.240000000000000,38.250000000000000,43.500000000000000
5048,"Lotus Fine Art Productions, Inc.",11226,9.199999999999999,49,2,Presenting,Manhattan,262 W. 38th St Suite 1006 New York,10018-4688,Manhattan,NY,-73.991076250000006,40.754231879999999,-73.956648779999995,40.646448010000000,5048,"Lotus Fine Art Productions, Inc.",7.520000000000000,8.240000000000000,38.250000000000000,43.500000000000000
